name	X	Y	Z
Fpz	88.247	-0.11229999999999	-1.713
Fp1	83.9171	29.4367	29.4367
Fp2	84.8959	-29.8723	-7.08
AF3	76.8371	33.7007	21.227
AF4	77.7259	-35.7123	21.956
AF7	68.5722	54.8397	-10.59
AF8	69.6568	-55.7433	-10.755
Fz	58.512	-0.312200000000008	66.462
F1	56.9311	27.4958	60.342
F2	57.6019	-29.5142	59.54
F3	53.1112	50.2438	42.192
F4	54.3048	-51.8362	40.814
F5	48.0353	64.4658	16.921
F6	49.8297	-67.9142	16.367
F7	42.4743	70.2629	-11.42
F8	44.4217	-73.0431	-12
FCz	27.39	-0.376099999999998	88.668
FC1	26.0111	34.0619	79.987
FC2	26.4379	-34.7841	78.808
FC3	22.7162	60.1819	55.544
FC4	23.7228	-62.2931	55.63
FC5	18.6433	77.2149	24.46
FC6	19.9357	-79.5341	24.438
FT7	14.1203	80.775	-11.135
FT8	15.4167	-81.8151	-11.33
Cz	-9.16700000000002	-0.4009	100.244
C1	-9.98389999999999	36.158	89.752
C2	-9.62410000000001	-37.672	88.412
C3	-11.6317	65.3581	64.358
C4	-10.9003	-67.1179	63.58
C5	-13.7597	80.2801	29.16
C6	-12.7763	-83.4559	29.208
T7	-16.0187	84.1611	-9.346
T8	-15.0203	-85.0799	-9.49
CP1	-47.2919	35.5131	91.315
CP2	-47.0731	-38.3838	90.695
CP3	-47.0088	63.5562	65.624
CP4	-46.6372	-66.6118	65.58
CP5	-46.5507	79.5922	30.949
CP6	-46.1013	-83.3218	31.206
TP7	-46.0217	84.8302	-7.056
TP8	-45.5453	-85.5488	-7.13
Pz	-81.115	-0.324699999999985	82.615
P3	-78.7878	53.0073	55.94
P4	-78.5602	-55.6667	56.561
P5	-76.2907	67.2723	28.382
P6	-75.9043	-67.8877	28.091
P7	-73.4526999999999	72.4343	-2.487
P8	-73.0683	-73.0557	-2.54
POz	-102.178	-0.215599999999991	50.608
PO3	-100.8529	36.5114	37.167
PO4	-100.8491	-36.7816	36.397
PO5	-99.3408	48.4244	21.599
PO6	-99.4461	-49.8196	21.727
PO7	-97.5279	54.8404000000001	2.792
PO8	-97.6251	-55.6666	2.73
Oz	-114.892	-0.107599999999992	14.657
O1	-112.449	29.4134	8.839
O2	-112.156	-29.8426	8.8
